"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","mmu04024","cAMP signaling pathway","178/6158","224/10623",0.794642857142857,1.37081699763374,6.58718881979938,5.40798081270812e-12,4.46802224288028e-11,1.00298391012632e-11,"12790/12912/381290/11539/12292/11931/271639/27222/98660/23797/16526/78977/18821/11540/15166/170483/26396/67972/17931/215449/12323/432530/26420/14799/11932/18806/53313/14607/12921/20606/14813/11430/18976/104111/19878/18035/217674/14281/12313/11651/22355/70405/20191/14634/13614/13488/19206/14062/18708/15550/238871/12325/12289/26419/239273/11514/328572/19013/223864/11512/12914/11515/26413/20604/224129/64082/15557/21844/23984/17356/20609/54393/22324/12314/11516/19877/12326/106952/12322/11555/15562/17200/18018/19045/19697/12015/74055/11554/14810/22325/14526/56508/26427/14308/12064/98932/14683/12918/208188/18805/18706/84112/14800/78284/18160/11928/109905/14679/57257/108058/18033/18749/242425/242443/16476/18578/18710/13615/20544/15552/15565/230899/18707/14677/19046/80911/13492/12788/26414/19047/434233/11938/109305/19353/12638/208647/109880/109648/231991/12922/11517/67653/18430/58991/11941/110157/12288/21954/12315/232975/16890/11652/18479/66922/11937/18166/18709/13617/15245/18747/11513/333329/14802/18577/11936/13489/330953/75600/26395/15551/11933/74769/14678/11848/67821/53623/12789/320707",178
"Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","149/6158","183/10623",0.814207650273224,1.40456769549407,6.483040824111,8.95466766760945e-12,7.22620855967554e-11,1.62214298017895e-11,"17164/54354/23797/72568/12334/21808/103213/56484/215999/93759/12534/17873/26396/17246/12567/16009/15574/103583/22333/19360/26397/26399/12192/217708/21809/12313/11651/70405/13557/23882/268697/18708/22334/12289/73181/14463/19057/19645/17869/29857/26413/22084/16440/26416/26415/12575/14972/14964/14980/15013/110557/110558/15007/15042/15040/100529082/667977/15043/14985/110696/224753/224754/224761/399549/12445/12193/12314/17126/18018/19045/19367/19697/12333/19211/12234/64930/15259/58800/16175/13555/19650/17865/18019/13559/18706/12428/73333/56458/67738/18176/15257/18033/19055/12448/21812/19059/12579/18710/19646/242705/56717/18707/12571/19744/16193/19046/231506/50883/63873/19047/434233/231724/18787/15258/13197/16438/110157/14235/16653/16439/12315/21803/233020/11652/75660/12447/66922/12443/22335/13685/11739/18709/19651/104394/18021/17535/23871/12649/11920/75600/17127/26395/12442/245000/74769/17532/12530/21813/11740",149
"Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","91/6158","103/10623",0.883495145631068,1.52409368821676,6.27670808470656,1.31768219996803e-11,1.03917209861115e-10,2.33273882290991e-11,"13346/21956/12292/21808/16773/18821/16000/16404/432530/24052/53313/20391/16400/12295/16399/16416/12299/54377/140723/192897/11465/104111/110893/21809/320910/20191/109700/12294/12289/21924/17888/140781/24053/20649/11514/11512/12297/16402/11515/16419/224129/16772/20541/13527/11554/241226/12296/12298/16420/16403/22138/16401/16410/17868/11464/20648/14683/16905/59069/213119/18749/22004/12293/24051/18125/17906/11938/11461/20392/12391/12288/319734/16651/54378/21954/21803/11937/326618/18747/11513/20650/11606/16412/319480/22003/56808/13138/17897/104099/13726/13405",91
"Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance","96/6158","110/10623",0.872727272727273,1.50551832058815,6.25867167132461,1.85135798384535e-11,1.42760271198741e-10,3.20468984338142e-11,"12912/241113/16367/23797/14584/26420/20528/72508/20848/21428/14377/68401/12702/18035/11651/18708/18753/26419/105651/74551/210789/105787/19013/12895/19082/56637/20112/18607/18754/225579/170826/12894/58988/19045/19697/19309/19211/76055/18761/26569/110854/26427/26458/110078/228775/19246/18534/228966/20526/18706/56458/78284/74343/26568/18033/108079/18710/19268/20525/20111/56717/18707/18762/12491/18127/108099/16193/19046/19017/26414/100705/19079/19247/19047/434233/208104/140491/208647/231991/14583/21937/232493/11652/22260/18751/16337/384783/16150/244416/18709/26457/11606/74769/108155/67071/110651",96
"Human Diseases","Cancer: overview","mmu05231","Choline metabolism in cancer","87/6158","98/10623",0.887755102040816,1.53144242432277,6.20683878687938,2.04303257308312e-11,1.54115718013009e-10,3.45959749217736e-11,"18777/227333/18783/23797/83767/26396/18717/212862/13139/13649/26420/20520/56517/30805/18806/72508/56077/18750/14784/217480/20663/15251/14281/11651/18708/19012/26419/380921/18591/12651/20683/26413/110197/13026/20517/18607/22084/70129/63993/20662/18596/12660/58988/18719/19730/64930/104418/211429/329502/78390/271844/74182/18803/18805/18706/54635/18720/18176/213603/13645/242259/100434/16476/67916/18710/242687/56717/18707/19744/26414/110524/18590/19353/245880/320127/110157/16653/11652/18751/13685/18709/71785/68682/26395/74769/22376/236899",87
"Genetic Information Processing","Folding, sorting and degradation","mmu04141","Protein processing in endoplasmic reticulum","144/6158","177/10623",0.813559322033898,1.40344928190421,6.35642355643863,2.25644668778826e-11,1.66592978864367e-10,3.73968767964908e-11,"72265/213539/320011/56812/12043/67812/66967/226641/12334/26408/140740/17155/56709/20224/216080/70377/22213/216197/216440/13198/193670/22433/20335/26420/12330/77371/66397/21402/116891/67128/78943/217365/18453/217379/71853/20334/20338/110616/15519/107513/105245/66890/56085/59007/218811/26419/50527/13135/100037258/66435/223455/67819/11911/56438/67838/50873/56424/12018/12954/54197/12915/15511/15516/66530/81500/56550/70361/12333/74126/225896/57743/13418/227619/22030/14828/18024/14827/228684/81910/27054/386649/108687/20014/13002/66326/69276/18415/67437/94232/66256/66059/17156/69608/229801/99683/66357/66105/56228/15502/12017/269523/66212/19359/18786/108802/230815/50762/63958/231098/22393/69162/26414/15505/26965/12304/13666/103963/53421/192193/110379/66245/17872/75744/109815/26400/80286/81489/19358/12317/56445/23802/64209/56453/12364/19089/16430/15481/12282/12955/68292/27061/20832/54609/270669",144
"Cellular Processes","Transport and catabolism","mmu04148","Efferocytosis","134/6158","163/10623",0.822085889570552,1.4181582339896,6.31801819218312,2.65555608443731e-11,1.9197457527078e-10,4.30945504930615e-11,"381246/73122/70676/12912/19329/404545/16153/17164/226421/19225/18514/20393/11846/93759/12215/26396/192188/320091/16971/19344/12323/276891/53313/12928/19345/16416/18613/20698/13435/18263/11491/238257/15251/56696/218035/140580/66694/12325/192187/73181/50769/219149/19219/14083/107831/53357/29857/12895/105722/26413/12929/209018/16419/16423/19128/19015/26416/26415/271457/70417/12322/18018/12894/16452/12642/16889/240672/12369/20181/68365/16410/228432/21825/228545/22174/269338/13537/17289/19261/80743/228787/12608/18019/76295/70839/11863/20501/13609/108058/11303/108802/20525/332942/212555/12491/11980/19247/11938/77573/19353/19349/19016/11689/15170/70686/21803/26362/243958/22260/233571/18442/11937/330662/71345/18218/50770/14456/11502/319520/12367/12317/20312/18021/192654/12927/55991/13857/71732/26395/214058/11487/69981/235584/13051",134
"Genetic Information Processing","Folding, sorting and degradation","mmu04120","Ubiquitin mediated proteolysis","129/6158","156/10623",0.826923076923077,1.42650273565343,6.30209967046396,2.78749943157551e-11,1.97400469950348e-10,4.43125580959373e-11,"66799/67923/26554/14897/67921/26374/52717/67345/69288/216080/22213/11634/216150/59004/56371/93765/17246/67030/78294/103583/22210/21402/22187/67128/68729/268470/12189/217232/66313/217342/12702/66156/105193/71991/26401/22194/218793/246710/106052/27401/70790/56438/17237/12703/66053/22195/208650/50873/67673/22196/56424/66515/12211/71745/52563/56550/83814/17344/74126/13194/28000/12234/22193/56791/107986/22034/17222/16396/68612/50754/70093/229615/66105/56228/67615/66440/69807/381534/107995/63958/100763/52206/53323/231380/68098/117146/231672/56317/59008/22190/75788/22214/26965/73998/22200/22346/77891/22192/56459/80794/15204/22215/76375/75430/99375/69957/22186/20437/66894/11797/11796/50868/12402/75717/109161/18854/56469/235439/17999/19823/69010/245350/22201/67455/72584/11798/59026/20438/17318",129
"Human Diseases","Cardiovascular disease","mmu05418","Fluid shear stress and atherosclerosis","124/6158","149/10623",0.832214765100671,1.43563128445346,6.28880558982952,2.84890980360481e-11,1.97714340370174e-10,4.43830158877381e-11,"16178/16177/22218/12168/18159/14733/12043/17970/20339/66447/23797/26408/14872/20610/59004/15978/26420/23939/26398/20296/20293/723893/16399/16416/18613/26399/170930/11465/20969/14281/12313/15519/11651/70405/13614/13039/17260/18708/26419/12166/12159/105787/15529/14083/56551/18591/29857/19252/26416/26415/15516/22339/12314/14870/14869/225884/19697/12675/68214/11898/11480/11477/18024/16410/16175/16176/21824/20779/20971/17395/18706/211666/16800/14866/14863/14862/14865/22329/18033/12167/26409/22166/16476/108079/18710/18707/18762/18127/16542/26414/63873/18590/11461/19353/12390/12389/67653/12391/21937/56615/12315/11652/17258/26400/16150/18791/18709/16598/15368/17390/12562/13057/50868/75600/23938/100042295/100042314/14858/74769/11848/11481/12387/16151/237038",124
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","89/6158","101/10623",0.881188118811881,1.52011389836613,6.16768601374194,3.10220311576621e-11,2.09061668775795e-10,4.69302699511871e-11,"12825/20846/18802/12828/12043/20339/23797/21808/12567/26420/20296/20293/12842/20851/20850/20848/72469/18750/21809/11651/11607/13614/18708/18753/26419/29857/26413/26416/26415/18712/22339/18754/13653/13367/17128/17126/18018/19697/18797/16452/74055/18796/16175/16176/18795/18798/21824/18803/11608/18706/56458/18176/22329/14066/18033/21812/16476/18710/12540/18707/18762/18127/16193/26414/18787/19353/12843/12576/16653/21803/11652/50490/18751/12443/12826/12827/12367/22341/18709/17390/234779/11606/17127/74769/21813/237038/94216/12830/14205",89
"Human Diseases","Cancer: specific types","mmu05220","Chronic myeloid leukemia","70/6158","76/10623",0.921052631578947,1.58888309601545,6.0503941900569,3.16927078432338e-11,2.09061668775795e-10,4.69302699511871e-11,"23797/21808/15182/110279/17873/26396/17246/12567/12928/20851/20850/14784/18035/20663/21809/11651/13557/20418/23882/27015/18708/19645/17869/26413/12929/12394/12018/12575/20662/17128/19697/12015/12675/11350/107986/271849/12048/13555/14013/18706/20416/18176/18033/21812/18710/433759/242705/18707/12571/13016/19247/109880/13197/110157/12576/16653/21803/11652/14389/13017/12443/16150/18709/12402/17127/26395/74769/21813/11836/16151",70
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","192/6158","247/10623",0.777327935222672,1.34094749202183,6.36697661063461,3.19316093519226e-11,2.09061668775795e-10,4.69302699511871e-11,"16178/16177/12912/13714/23797/21808/237336/52717/13654/16414/21423/26396/18045/12567/432530/103573/26420/12330/22333/12981/26398/56310/20851/20850/53859/217232/26406/66156/104111/18035/14281/21809/11651/13557/17702/21752/18708/26401/22334/26419/73181/19057/19645/17869/11514/16185/11911/328572/72049/12257/11512/105988/12914/11515/26413/19385/13383/224129/23872/12575/14972/15001/14998/15002/14969/12915/16992/14964/14980/15013/110557/110558/15007/15042/15040/100529082/667977/15043/14985/110696/224753/224754/224761/399549/20807/12445/18519/71810/52563/13653/17128/17126/18018/14283/81601/19697/19211/12675/18034/16184/16169/11909/20375/26427/12236/12010/17222/12048/13555/21939/18019/18706/12428/16183/73333/110196/78284/74343/18176/18033/19055/18749/12448/75471/21894/21812/19059/66440/12579/16476/16451/108802/12580/18710/107995/20525/242705/18707/16193/52206/26414/50883/56317/59008/19384/17120/100683/208647/231991/56150/12504/17000/21937/16653/19698/21803/11652/22695/12447/70461/75430/12443/69957/22335/16150/11739/382056/18709/16168/18747/12317/11513/18021/234729/18186/17393/23871/12649/12501/11920/17127/26395/70549/12442/245000/74769/69010/21813/13712/11740/11798/16151",192
"Environmental Information Processing","Signal transduction","mmu04371","Apelin signaling pathway","117/6158","140/10623",0.835714285714286,1.44166821324178,6.17774002969141,5.99481910654471e-11,3.78218587267457e-10,8.49027012218773e-11,"241113/208727/271639/23797/21780/14708/26396/432530/104709/18126/72508/56208/15184/17896/14674/20698/104111/30955/110893/12313/11651/70405/20191/14706/11607/238564/17260/14702/105787/11514/11512/19082/11515/26413/107589/224129/64337/16440/18131/20541/18754/12314/225326/12326/13653/17128/17126/58988/18797/14682/11475/23796/20192/18796/18795/18798/16449/228785/66734/11608/17261/18176/14679/18749/21812/14700/20104/108079/20544/56717/14688/14677/18127/108099/19017/20750/19079/18125/17906/18787/66066/18181/14701/16438/110157/14695/16653/16439/14709/12315/16890/11652/20190/17258/103968/66922/12443/18791/100038489/17259/16598/22227/18747/100503710/213435/11513/12550/67443/75600/17127/26395/14697/17532/75669/14678/17897/30878",117
